ingredient_id,ingredient,vmp_id,bnf_code,vmp,simplified_form_route,dose_form,unit_dose_form_size,unit_dose_form_units,ntr_strength,ntr_strength_unit,dtr_strength,dtr_strength_unit,strength_mg_per_ml,ntr_strength_mg,ome,extra_multiplier,weighting
108505002,Tramadol hydrochloride,35920711000001104,040702040AAAJAJ,Tramadol 200mg modified-release capsules,oral,Discrete,1,capsule,200,mg,,,,200,0.1,1,20
108505002,Tramadol hydrochloride,35920811000001107,040702040AAAEAE,Tramadol 200mg modified-release tablets,oral,Discrete,1,tablet,200,mg,,,,200,0.1,1,20
108505002,Tramadol hydrochloride,35920511000001109,040702040AAAIAI,Tramadol 150mg modified-release capsules,oral,Discrete,1,capsule,150,mg,,,,150,0.1,1,15
108505002,Tramadol hydrochloride,35920611000001108,040702040AAADAD,Tramadol 150mg modified-release tablets,oral,Discrete,1,tablet,150,mg,,,,150,0.1,1,15
108505002,Tramadol hydrochloride,42017711000001103,040702040AAALAL,Tramadol 100mg effervescent powder sachets sugar free,oral,Discrete,1,sachet,100,mg,,,,100,0.1,1,10
108505002,Tramadol hydrochloride,35920211000001106,040702040AAAHAH,Tramadol 100mg modified-release capsules,oral,Discrete,1,capsule,100,mg,,,,100,0.1,1,10
108505002,Tramadol hydrochloride,35920311000001103,040702040AAACAC,Tramadol 100mg modified-release tablets,oral,Discrete,1,tablet,100,mg,,,,100,0.1,1,10
108505002,Tramadol hydrochloride,3.59212E+16,040702040AAAPAP,Tramadol 75mg modified-release tablets,oral,Discrete,1,tablet,75,mg,,,,75,0.1,1,7.5
108505002,Tramadol hydrochloride,33523811000001102,040702040AABCBC,Tramadol 75mg / Paracetamol 650mg tablets,oral,Discrete,1,tablet,75,mg,,,,75,0.1,1,7.5
108505002,Tramadol hydrochloride,35029711000001104,040702040AABDBD,Tramadol 75mg / Dexketoprofen 25mg tablets,oral,Discrete,1,tablet,75,mg,,,,75,0.1,1,7.5
108505002,Tramadol hydrochloride,5.21281E+15,040702040AAATAT,Tramadol 50mg orodispersible tablets sugar free,oral,Discrete,1,tablet,50,mg,,,,50,0.1,1,5
108505002,Tramadol hydrochloride,12037411000001103,040702040AAAYAY,Tramadol 50mg modified-release tablets,oral,Discrete,1,tablet,50,mg,,,,50,0.1,1,5
108505002,Tramadol hydrochloride,39714911000001102,040702040AAAFAF,Tramadol 50mg soluble tablets sugar free,oral,Discrete,1,tablet,50,mg,,,,50,0.1,1,5
108505002,Tramadol hydrochloride,42017911000001101,040702040AAAKAK,Tramadol 50mg effervescent powder sachets sugar free,oral,Discrete,1,sachet,50,mg,,,,50,0.1,1,5
108505002,Tramadol hydrochloride,35940111000001103,040702040AAAGAG,Tramadol 50mg modified-release capsules,oral,Discrete,1,capsule,50,mg,,,,50,0.1,1,5
108505002,Tramadol hydrochloride,42017811000001106,040702040AAAAAA,Tramadol 50mg capsules,oral,Discrete,1,capsule,50,mg,,,,50,0.1,1,5
108505002,Tramadol hydrochloride,7386811000001106,040702040AAAUAU,Tramadol 37.5mg / Paracetamol 325mg tablets,oral,Discrete,1,tablet,37.5,mg,,,,37.5,0.1,1,3.75
108505002,Tramadol hydrochloride,17430011000001102,040702040AABABA,Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free,oral,Discrete,1,tablet,37.5,mg,,,,37.5,0.1,1,3.75
108505002,Tramadol hydrochloride,39848411000001106,040702040AABEBE,Tramadol 50mg/5ml oral solution sugar free,oral,Discrete,5,ml,10,mg,1,ml,10,10,0.1,1,1
